account,amount
22TWZPeTeazqS8shNWLmydn6faCHLcjVbtyXFPNPUWwfCjnc,31.201
236uXygkeSuCEVxaFx59ewoyXyovRgF36qPmDtv7yPELpskJ,31.196
25VcsjtTvPBVPR8UNJdXqHuotsQUmPa8HSWsUSjxundA3wVF,31.095
21oHdnHn3JxmZrQF7JyvPd67pU2VeRtXnb2iSwF5sXnKahXh,31.05
24j5gejA2twMALkR8aRwFmNpM7aj7Q36YcHQSxwzfCasyzBc,30.995
24EsUsZcMiRWU1RDA96EXYUgPJwXeGLW16Yo8HVxLX3eWZoK,30.883
212j8RGMx2Smct79PFsyCEGcTWWtyP123b5AF5aSQd52TQa1,30.828
22nuBZNhdZRAVkg94HicseAJ4wZP1wnpNPxrn8QAp6gr7PBa,30.815
25zhk55SfasryBm9XEkX6F6b9AqHJ79U7hFCvMZWv5kLwC7M,30.767
26SwFHgjVwXPhS1rNo8YbLhcHKLUCgsvQAwrw8us79Xh4qh3,30.41
23gYJ5KRFzeBRZqWLqEy54ngFpU5Z17rrhLrahxdE63qQfiZ,30.393
23uat1ywvPcA5s4BXzFsDoRmrWrRteB6LAfPxW1vqSAxyACc,30.357
23soEcM4FPmrZbxVAYfh41kuHyxtdQVBaF76fi7JdMD8EXVK,30.353
23M5ttkmR6Kco2CnDJKTSdBmBnYpbezUpTMeBsewEsjdui9F,30.224
22jhd5GmS7oD6E4HGEig1Y71HvwM9QdMrsN5621PA47jKAhM,30.131
24EDbRY3FBFSphRoqYYXPxgCjqWA2X7c1aEz8gdP2c7VXUHy,30.032
21hTLZaea2gXyJ5mHfaSeQtR4616CG6eWr7epUrxs4JigYVy,30.005
25dPmZUTF11egKcnLwssKuxYnyPHAtVinMrcQeam8DFdBiPW,30.005
23BPCWQhGJeHdYgD9LuH3FWtPAAC5nc4xPF6cv67SmHktW8d,30
23ZFQpbUspZn66gjNxL1H5q1rorc2HkBYUgPuoXujuhaDxZp,30
25YrpQ7sB7HiRyBVYKCMCPRVvJkcwUsYFJYXV1im7djPa5Mh,30
22evJsSC8c9TdGquXWFMX3kkrCrBXaYTfoZFj2dU8xwabrXu,30
22xbC81cJVYa6VT7Y71fn9dWHBkUNa3Gr7NFtREPHQkTRqS1,30
24mRPZLx6Tevbmgh98MpTfxSwavGHMmYwfnafrn32atTtqCx,30
25ajNiboyxmD2XUMKtyNLwTF7jVeC4S8YJY8J95CPNzgUkxn,30
23KPfp5dgKBvNrzATLbYQjGm4LPpwLC7jgfXhhaCAuzySzcp,30
23Yy5TjA6syrsGGECEpU3qtL5U5XXVnES2mn7vMbXDZ5piBY,29.999
25e6zwjLt4NvfvRCRawtk1EZAWGD55T1dHmN94hacehnWsyN,29.988
23ecmTSW1JTfsSsFiA2XT6RGxfCGQggrfLT5BJYVXCwAWS1t,29.983
233XFhtmadqGFrLYhmw7bTXcHtEHFiAGp2QG3pU1mDdtnV5U,29.861
22hEGVmW6GnVNM8BaTXQr5xJuy2T8p9o7fMwUWCmoVoBTFW8,29.841
25QTK6mpg4B5FxTW3nDNMa9AgLTgkCyqBxT25264MJAZ4CPi,29.827
23MvcBQv3Lnr5BirT78ECj3ZXkn6zUXpiFgXizJS9g9SbvTv,29.781
25VREB5DFXto48evmD6DGNGBCeofU2Bs9annHaNGndP1sYi7,29.767
24C1qBYW4TKBtib9wnFjeTshVqiSFTFQdVc3Yt2rg5cUqgGo,29.622
ztqSHkLunaZRXJNQzvHos7DLCyhGXWSR5ETvHVGFsnyggcS,29.536
24E4HwaCLpMtmxgLnsAbmC8mKxq6cGXvAeiHuXDTkTrappa9,29.376
21WwDqTY4yWpuMRMmuQB4BTMYTQ2TKMqnn6CQXs5eMTHdnuK,29.343
23EZtpZD52XBZ83kvZ4Vx3gu5J9CM3T3bTpmSo74u4gzMjsV,29.297
22W4w2r27WvthfZPr2Wxgygccxpy7DpDr9JjJ93tgaW6SZzT,29.275
246ix3d4ixDkFpKhLWBvrHTBLt7X7iN4us3PjtFxDBK5x2vP,29.23
21CashwPuh5Aq1pPyZ5RTBpqD5xZEstkdEJMZGNPM6whaMD6,29.075
25pFm6BC2WZpz2mbquVfqwaUTdLKEmHduefqZP3E2XdWGqh1,29.024
24pULXhfyYLByiBnNGauKRVtTnogqCQWqciN4UTGrjB46VTb,29
265eAHGBQj18Rjqx16ScprBgxH9mS4fZhJMvwz5qydWPr1QZ,28.957
226fh38j69EjGq6PVP6tFAyFEPRPEwmxfZDMByno2G5hcaHq,28.946
21nPmVsktLLUmSeN4TAEiCcDxR7XDng6v9XkmA4madixTPu7,28.918
22EahfkLpuNvw9QSZ2ZfBgePsBhkJztRmzbRWH1cJgH8S2iS,28.884
zwCzFvKPEsZUe22NgsepLPYX1h3jpQckwGR7faTZqjo3UDb,28.833
25ijZMWdgkX5ZVu1DFQWCek7Ux3PzgGop1hwCzp5Hasyeodi,28.731
23QhdYrxafphXVHU1eSAvM3FceYD3K8SkADmsGqEFek86fc4,28.675
22RRHGZJ8jxjrp8Lx33dpybjrhLM6f1Fyqjsw13yEkEMgfEZ,28.557
22Kgq9M7LGgxf78BdpVtHcEt7NX5PgsbtJ8MBPxY7y21eym2,28.468
22HrRiQs25rcKrJT3FR4pNHQmcLYyg4KSE2iyR5HeTGyjiuc,28.355
214gffgFM3cjSwXHW3imKcZ3rUG53R6dEYu78SxxL3QmYhJa,28.35
22WFQVFWJ3wAQQmSzV8Mb1mWTMq9N57Tc6Vvx9UrgNH2G6go,28.151
211x34JVroZFooEpGJXLg2WquWKDXCvYNedpHZ1hr98V85b9,28.113
23Esbrf99JkLg5cFq5TUFLHr3PhtZn2gypaoBnWarezaUm74,27.909
2614BUL5FqvNtkT6JL2CXxEk9YJTowoZqjDU56Y3phUtyV3U,27.889
21RTwtfwrGkikhCr34x6T1v3ZqzXk8kUz95TiWhUntUvXAiw,27.879
25mrAmcSG55T68FTG4Jbtmy8C2dHANNUZ4TCSPmocwtkiGzh,27.877
25GjBBcPM23HXHVgLze3htsbnGxvRKiywdpQcyMwDjvzvFM3,27.8
25msj9SqpDoQThYkWgk1hbCikan9qTsL1AehNxvCYxLM9kuH,27.739
23Mq7dcmEGfok2a63Lht3stmgh58eNYXsqBzPzfyU8gcbTzV,27.69
229izfwRpEnGfEKTfPecqpsAzmJH2WWq1hcKYs3xuWvGbtdt,27.612
21qZUG5CZ6ydFPKHDcHJjgJ5e3AZC4s8E8enBPFsFBUQuMJd,27.604
22xjRkdGkinnjtN6wEdCaP3qmajDVKTNg9F1ZvuqDARi7azH,27.569
zszvAxGiySaZPefLdEFbpnYc9FKtE3BnmCS7cLBjaFWpZYg,27.262
23jGHXi4nbMoPmerf1kN8mjVN2pM9x4VPf7tkMDu1Aj2wZmi,27.26
221y2gnNG6PzkcZ1QAc9rUMbXnaVzibvFD7m2JrKQndr9qDL,27.244
25n28T9iPnFaUDzTvSwEysdUS4sctkjChRDjsbGsBku8oHS7,27.223
25T76PPczLRXEaLx3J32uB2TvgmfqDCYEnMQF6K2CiodGRvb,27.185
21PA4WqCLgsukRQ4vHoxGAZzfBrpQGowKNqypRfKe8BKe9RL,27.179
26b3oi5b5tPXY1rWjbc1NXpcwZAX8Q9Wbrhg7f5N2cfjF6S1,27.132
22sxNeNQjXCJKbKAZSY9gHayka2fFGm64GKwtJjRKU2qPFLz,27.07
21SGSeVmoxmEj3Ln441yTyTp9ZhyBYjNR7P8Xpce2QDgcjPX,27.063
26YgMJViz72SW92h4fHWKRDg5d4xTac9dEDG2GuunMNw8Eoj,27
21jqPnBiK2G95HcdjgbMbtkbz6WTuGWjz2GxB4hfP627btC5,27
231CENs42n3ETGcFwjJoi6dr9rnPZA4TC1F6EhaB6P7BE4Xu,27
23hHGAu5AmpHxYAu2aKLA76FphYLPtioJsGKWENaAtZy4G9X,26.998
24jcWzTZw9WuiUwGnThbeizusQCG3sfC4sWA9cFcM4F68evM,26.99
24n9h8h9c5BafrfVK8VqU9Qjg7e2d9wPpvk83oui2PNBuebr,26.899
266Tr9wU7SYuJRp2EQrvaKpiqBwSarcKPYmRVzQRD8CdSpF8,26.887
22RwVp3hgzRvUsaN88k8CaKj6hHnFhCrfKP9aDQ6Z6BEgY11,26.848
25r4WoWQiDgo23wg2ZpCD5kyQB8fYnpSDJW21thR92Bbx79a,26.796
246E8C3gUXxhovyBcwUegrbewUVc5HZMLtBXLo7PSSb7by7b,26.76
26DgEV7r3RwwkqscaDPaUDRLA6vom5rqBQAVTstNV9tD2bXz,26.643
24uemgKE5FaqYdr4mYDZZVQrEBFqTfBxpTkwYjnd4pFB8QqT,26.568
23Eqh1K8maFYYjBvRUmUMDHPg7exxiog9wGU9u2vUsrEBunF,26.53
21yWvc2hB66i3QVzhFLhAv3DtXFTFtLCzAba5Tu4J4ry9gtX,26.519
231NWRpbczQPZt5NjTUd128HF1R6wmCuszY4s4mzj8yLcNaW,26.459
21DDiZ9xn1QRTzShGFGBK8n5sJB2UJrmFR9NHBN4HbiUzXxm,26.329
26dvySW5kFewo4BsYMsmCurNYfpypWban5eGgQZtwWLStyJp,26.281
224nwyP1zEBHUDi2rY1SyAxsNTVgopNfyE6fHdmr7kg4JKcU,26.227
24MfLYxJEUb5tBWowSkj2gG48ua7MBciUtnGJ7QAYTSCexbx,26.212
2369GTGuaqTdPzLSpameLoD3H8Kgk9rHE35eFr5twipfQk93,26.21
26PZsz5o1Gd5281oUFpoYKgr7GjhNA7Z6kJomW6Z9H2rPGmU,26.195
23q9bPBsnPBH47mdoobkhJaQ39fj39QxyyCTLUQpFEsXYhPQ,26.054
24eKemAiJZo95XPVWgA5kzW2PqrPbpYU1ZjVE83ygJ1XH3JP,26.027
22xiUjUUFW8vRTArd4w9AcwSk7GMvKLt7eGahanhqhRDShZE,26.007
22susPSq7omCoqFkPoF411p1XZAAggbBR3ed6SzReeXFcJf6,26
22NKH5ELzFDJpSiYxrLX8mNGoE4AbkDyrjYP1z18wCSeFZ5Q,25.958
21S57D5f55GtoMANYCqxLTqgjU3Taxp23sN3xjj2g1sEPoFZ,25.957
23s1m98N9J9cwGC8mjEksg5xLAnceFxj7YzaFWq69Y7NeMd9,25.837
23saKVEK6YpEoMCUk6VmYm3Ehh5CfMtL2icTLkmsjdTCuftz,25.796
21SKUEQzQGTF1zSnyuH4TABw4p4oMXthv5n8LV5p6CXHS5Fg,25.79
21NWuniqAMjBt7FHagS1ZFsFRkRswB1BWKttTcnA16JDBVLH,25.786
24xo5zKXk3Ui9XFHs7YpTJwmHtuhua3gPGmBdYYbPefyELRb,25.75
25igJM8KALC6mg4D3XYiWR3NRzXz7kBVU4Sw49imR6TCbpvs,25.741
24Ea8sQDYG7xJ2Rnby8K4KVMMR6KDPXhqXuSyrCEvnoebAcq,25.569
24K3noW62VbF13iQv4bvKNJJuoAMVtWxDdWxABcZUE1ApzhU,25.559
21Nr1ehPJA4wQZHmyZuGzHTdzPpC936kCdH6VqY6Rp6srw6e,25.516
25ryH5gV5NBNFqU86rkT3xwLZBr73zgmeME34TjnUMYyAx3y,25.4
22ZP8s8eCD9zxscRPMVgJ6VKUJ55hqawYuoMdVBp1hf5gnyG,25.389
24VXnfn7Gw7Ar14fsUoLnC92CEnpxmR7aKqpo6ZnCj7P7FCZ,25.36
25iix3rnPDdN9WUVE2xABdkvLVBSTVoW5q77zt3EKXFJvLih,25.35
25gkcjCLUbPYpd5ftBm5dq413sN6yvjir5KJ45vjBMs7H9eP,25.246
24YYx5i8QkaFpeX5hAJqAh7fpXopvkA2UvzsBBVxoWKQcnao,25.216
248i9wucqzwCPmLqNN74ejoQxuZN4cfn9AnZNviVxx11rAYF,25.142
239DcLRgxM5nyzvTK3Dj34G3svardFzSVKPvG7JfpuWLMGzp,25.113
24Grx7QUWiMeknDepduRixeawaA6GndGTiBsdQ8HKVxGbJYR,25.103
248eK4hLqo9csCCFFPpL5m7Sy5AkjAQv1XBH8SN7aXKY6T4Q,25.062
2129m8vgZSmyN5LT9jp8dJbH9bjaNErBUc7mDJKZdZtrmD2F,25
21LfYDVTtfnCwLbRZwMfozsFv7Z5bLcci5sCF6tvnHWVNqjH,25
214XhGvMqvRSoo6yeK2Bfc8P1ZPEw4MCiukrSbxEJMPhtdEZ,25
23p88BPAVmCHEogn7mKzM6UDMK6YScLFRVteFshxEzYhcwMX,25
23ZVjhxQ3SA3ZjniqtN1PAMk18H6S2RhBfheUfWzP18nTcLD,25
23q388aG1zmgp2gZA3DnYLvnwVzFrz8VUt6QxTUvQE6M2bNf,25
24pt6YT3fLnRpsR43o25JFH468QAzddToN1mdeWos99rCkpP,25
23Ggqb9Lko6zfM9dvRwiDHkSdYVNFMW4neFaNKNDhDrH9ckZ,24.996
25GsRxUBzmD6yvREtQM8gxJ7tpanB8uJKEno7GkPyD1MUegT,24.99
24bUmrytXX5tUjdzKyse9AjGYTjqc2refc9Tfbo8mJF8L2Wq,24.96
24KhTkdJ7QcF24ThJBwM3jEQnZXtyQsZrCwRhcSZvBfLEjUZ,24.923
24bKBiBcYDoADvJsW3amNqw54Y4xyTDBdAjq7APoY8nREzNy,24.884
26AccsqRLCvpYYsejnHFZWZZc1m2YL8DVHSqHF5rnR6tGWti,24.864
24pc5oQGPwHJEbT4mjCSvHbQNg7zjcDXQBBW4EFZ9P62S5Vd,24.747
254376y9oNN4xAUUajazBS68dgKzg4rSjx8e8kp5tfPGMT2h,24.65
24uNrp1kAy9tKuSyxPeJp5BBiJjiDT43sPZMX2xQSjwYLCVa,24.635
255crLzmNs5K7W9Brgr4eGyvfsNeJUJYPwfxwhKxMaVWNxdk,24.601
22UU28kazKQno2zZGGaAUh7zf1tpLSyhhUDNZPoCYM8hgLr7,24.59
24zYFkYUk2GsDLv5GT1ogwhV1oa7ecRUjhAs4cGGJ42VgYDG,24.561
23jRif3UDRk794tb533o6BD1j5uFUSrrZqcLCiTHHfrsY7UT,24.52
24DfeUHS9PJybu1oGAP4K3vNXxx9ZSQvYJN5b8cNTSW3258b,24.517
23vJX4xqQi3GvHySeehB16rfSf3eem54uxAXwC2dSt5iBfWn,24.446
25BL3gaG82GLKMiXxRseMHQLq27U12Disrz3J5U5coLZJ2ys,24.403
231fU3HB1LgPzzVZZiEsF2dBkMiaegWSmdUCvHGYgqhs5bW3,24.245
25R43rXiZTNSKpzmFRBSyRonpVfurfKpCiwLDf1kFFeSpusa,24.178
26AWik6oVS22dnSaLtpmqjykzsQxPadSS89Y9GTBwiMERWAh,24.174
23CDrwk55Kh7EwbPTghAf9F1RH4A91tQKUJt6t2sRo6pWzzU,24.095
248TeCYDShzCrd91kYvBbzJZRB2DhnqmJWnHAjuRQgpz9oXy,24.014
21q7UaWt77ioAX6WSxLDrCcYYLnvKZkUEwPuHwsEiyyXmAcZ,24
24wzpKXJWFS5mh8SSvrCTh6osZdoXP69T9KprkcFvQFq8dFW,24
22mmYDoGynSsNtCwFRECa45sVh51sYnAarqJW4omccfDAMDm,23.963
219ZZzk1R9ZQSG8WyeigFVDokhHnanBN9Yg4XGiwktq6vxeR,23.928
221jH8vFjgHLwQ8EuoSk9Buug11Z7EKUfRHH6DSVnjctnmLb,23.921
25KhB2mJTZWR3NYJ3vcSzzXbVHu2HphucSaCCptWNcYz19ox,23.916
25mUb7mwwbx1ELLxHD2wnofpJtYQ1bE5NqqZyr72bDmz5ao7,23.836
24KpZ7nMrWzDdp6xVuMnp3ytFFmrus5iaor7bt7sMZU3yjkv,23.749
26GhVSu3midEwqGUG93pS1M9XFRR3azMogdFAm9qVXwZki2j,23.686
21NWQq2cBiGb1eVbq74wHHRpxcRfMV5Gi28vMv2QLC7dGgiB,23.668
239poR1eBG6usZ8LLaV1uUsvZACVTHvGGxMqiGc7jxM83tBG,23.635
23Gn4u2W5KZj3UK83jnprKREe9azJKAWNKryMocHwV8SSNmJ,23.63
21EdbywPeJYPaEToQbQnCeT28KBKYvagSqRy438ex1yti7Yt,23.623
265U4m5gvyKmeLJ71xGb8YJUeRFMStLkDHVAKrpWAQcjKMGo,23.583
24eD7jS9DGgbYmrTD35rPTajX65LDw8ib3Q7BxMG7UgUmxLw,23.532
253NS299jpzm2BAGMHKft4n6xzjE32iibvUfN56RceBGchXb,23.519
24zkAF6eejwtPQhA7rndW8k93hHPjbV5MbbzqHbA84ua56tT,23.504
23qC9iF6AsbxDqEm5nv2RcDut7maEQqRp2UjM5QuT7NFJQXM,23.458
25QhBeQ3DieBQULpLQ6839aHQ5uWVpFFBWzPHs2z3XUCLVjW,23.389
231LZbAtF6DY6tuF99xgcGFrcbMntgsUW9ZFjJ1ZDERuxaMW,23.367
214KYWUy2uX1MLeHqDKNtWKG973yTvkZUHxBjw2b2P4sCGtA,23.314
24K2U1umvTwybDDP8iFpbqHYSAmQpywAHbW5mutF1ErEHp57,23.261
24EZiZutwashgRYTg7qyzpCJ4PPvKe3mF6MuzvZR2vkUzvDK,23.17
21JBkeHnZQtrVF1Y56KqSs4SGjpR3fBPBUUj6dsQGsKR3gLE,23.103
21cffrrCu9g6KXpMRAbkEnKXMKFgFXqceihyidW77hHGpja1,23.083
26Y2FnHcSFrDPs3quf9eQCDqaAgGtS61peyzKKizsWfUzgpv,23
22gqGKcfLspVaHsyz7rfLSrmoLM4Kc8SEQb2UEzc5pQrrkhe,22.972
25uuwYhDtzMkaQ66PbvLBhpfUM7hcoReyvZGXNB9P7imVndK,22.956
26dkbEY4abCPFzowfXLbh2wUFxymLJVpFhMiNWJhgVntkURL,22.912
25NRvT8VvKxX5pSwyT2stb2w2D9PkBZQ8y4piyV5meqwxUNN,22.774
21CfnzqsvZg3gS7nTpBPA8z6NDEZ2Vu6rMJfBQU9QmftxxHk,22.726
23bQDUsAhyjzz5ep3s5XKHK8QBG5djCvnkb26C2esQYEFwdE,22.721
25K35WaPq8uLRewj7TLyRnDo1KZ7Pxxv6wEJWh3jBCQMFd3H,22.703
25GssMztHdh1MaceCM7VUjDVUxnPo6wcVG2AjVoeJW8HQvib,22.64
22LP4Q7e99ufWN8cPKBUabR41u5Mno5vLQHj8ksK9mTG443V,22.595
21Twv6xX4sAVdrRzAGNAg8drLtQydBnSBnb7JAjbTquZXgMU,22.557
23uzwu8efoNRcfV6UMpsBGq5WFJhz2Xp6UZhK9wQVSWoHvVS,22.489
25bTtR4hbrQvu8YNTHevoofw1fqppSFyXFuniA5bxie25g1G,22.474
26QcqwvyZtMV2aLyQkKSB2QETeweBRWKEyBU4o88HQtN5Nfa,22.377
26TCr2JxazuF9EFa6Jf7XDXpHBqnPUEEmudpV9S9mvVzaJjU,22.375
256WYEJkVq2pqWhgNnTGsUJrZcJKioMjz7AF4Q54T4WCEe6W,22.344
259KvXCMD79YnWttpkwvCM345SQbfvwTGpS16tymQ8dvBKxs,22.264
25wdGrNCAfjzLjJDz3b5TYf7m9NMH98E4CPgyu3CnvMFvgyR,22.246
23na3Z3QzqhCJv251cMzjQGFEsLSTJStKqAbTTpNZHprqhpB,22.212
2158uSpopEpCeDhhszMLGsmKBCpdt2nfY6YVbTr92wPm4Pfx,22.206
21ZnUNwddLshykXF6GAJytna2okyRUzojmLXfsGXXuYtzReN,22.197
22KzkiTsC3TD9pwH3EDsSzGye8j6F4KQxhg4u8zfVbCSGLFL,22.195
24wpsMPW6iZwp83ZkCrHznTMv2BZncnVxtF5tyMKWLBqfU2d,22.108
24KNJooBtfW5mQERWhDSThRq9L14XJYrjfa7tCWNc9Lwg4fW,22.087
23zd1DbUuxwLjbZVfN1f4ZoHqxT7wBAhi3RUxJXkmVPPt6we,22.074
25pcL5xtoijbys8nd5cn8eAAyzqc5K2fEtePJQbfv5HvxY6v,22.068
24rv1kM6QkndyJBLBshVEEJo2LbBuzGJCcVLQULLR7p2UFYC,22
22hjvkgFVV9DSPm4RucJ8ntGo76dEpfzxEBTPyjbnYbmRiGV,22
2519NwtcwzwTJhvkfncpkM2dbWhK3ANsbmgZWbTN2zfzQXoj,22
25wyViAVNn824zwk7ubkwYozJ1jAoRGAZr7naqVrsVgTmnj1,22
21cA2gt66kcsYUEVQd1Fqvb9vc96dZJPcUprDL468a2C8vFt,21.994
25rKH6isU1oRBuCCWD7aeKsm899P1fVmMk2y66xEseKqiMuV,21.992
25rYAY1Ps8sDfgXFdjGf1GZ9yQXjGMQ6K7R5Rim6FRtLc6U8,21.896
21D4mgNfUf1ntSWzPwX2BrgFuJfKc4gcfTTjjMhJxLBUm5qe,21.893
21ZXJNotdWd79itHEWEis2DrJFUohSh8pRRP4z6bhSnqD2gX,21.795
22yEerqJgVoxmmJSqmKNtiz1RAJfNxm1PVtEpkecjtoM4eK1,21.791
229CmfHZgxCLCRLoehK5MTxrQrsn4jULDT3B7E4SoZTX3fMf,21.739
25ooDAYwMM56ViNDBSYBNTGrzgWkrgcEYqrMeS6XhpqndH4j,21.719
23RUJumteNY89zcAVuv863ZhXJQ8yFkXcUsUQSEqUZrnH9mE,21.692
25Xv27KuPc8JCzYg47YTUHida9NiCbnCHrVFNbn8VTTiBYVJ,21.683
22sRHNwdFgrtfqQSjFiaciTLxwLZN8X333Hj2wjk6BCzgpDd,21.666
25Aqum8K1sfEWZxnJXZbzdQ7BXAiMabwCDAASaZy9bGmacYm,21.644
26Pjy7wgdkmTr1rAUGBup7vXfn8fUfu2m5nMHjYdCVt7Vd5y,21.633
25uTkEWEe2mpzPS617wiuK2WRmoToTvvQyz2NkpTKrLEY21j,21.608
23L1WgKoGGMVneDX84kND1pX3biGnhXKihPd49uFK6LPEkxv,21.598
ztetEekMSu2js1ojLwWx5fqmwNuX7odmHjFRfKgnXcbyYEN,21.5
21CrKWnVwhSDpgrpvPphn2LiXJc2He5KHwFhmUyijvz3VBiP,21.5
22rzSmRWSyKEXVaQndptNzN3L4FcSXGiVp2Crb9N9qPUsWTK,21.475
21vEDQ9ECKwBtGZuiG51Tx6ufBWm88VYpNaAGyB16zVkCTdA,21.41
23vCqvn9jVegQL3AM6TxT3zeppR2F6QqvA7ekeajGXVjzPRh,21.397
258FLzfQdDvBnxY2TeMok7Tqd8DizsAeWHdsxF3ZdFXFc8uJ,21.396
21XYoQ6t1MpAAnfCnXhjRttwm7ThmUpx9zueeBbVZxe74Ey5,21.277
249Lni2kQpRYqXfD1me7hhr3RFcfbZpJaXeUvDLxBvZaBPRs,21.262
24bAT6ayXDFfYTT9i4ziwRbozYyGzGBt8ZE1QURMYRr1wjSi,21.228
26DUvrbvbQYpfGkH7ejNbrdiP1K9QMii2vNTDUCcCH1nXbVz,21.19
244CEyZvzaGvKQkeY5UzvkcfxktA1NvXFrH3eUCQWCwSqRhk,21.173
23WDHrL7e7R9WZpTtHR5uLo7LR9spL3gxbvQnsTshkjTnNiE,21.14
241j4qJrsYqKzv7SdcGZc1NtKu5gzn1omuyG6bm5pNQnQAqf,21.116
21vxftqQVfwoheCMMa4eBC1W8mrbPjLttJYB3oUmfcd4AV2B,21.105
23EHRkGvz1s2f9YUsodKkgBK8YCM1NdHBEAonrV9Z9e6Ae5o,21.015
21cMdZZA4cJMkWzBmZR9STymmTDCwN2X8PzWzxAMqVgWbdNM,21
23h1CXmJ9zBRwcXUeuWbom9orrE1aLpfrQp63gL9fovHk4R4,21
23NLRixU9PoGCJ8EjFnxiPM6YNwhkbPzP7jxAbMnNELUNFw7,21
222Sa5nXEPm1GpP9fqBR4PeBsQi2H5NiC8Zkd7cGsHMnhZrm,21
231eU2SN9zCqzRDF4qJtV55zoJ1fcoU6UfyY13r87WC2ufPE,21
212CUS98ZyvoEDtgdzWXXCKzqKgF1jwAY5Rh3N5jn3kwyrCv,21
22ALGEPmLXsj6HLM9TA2EU7jkLo46s7nrd4h3wdjUreKhU8R,21
25e3uE9a3XZTPePPUWRvegzA1iMx5gPzrPswJZFmXnvt8oj4,21
22sBFR62T4u81qQsTEfsxgMuVReEhaMGYPXCktzE39z4ZnZP,21
24E7QkYm3Ds82TxArufxutAtye6kYc2Jb5uwCbcC4Lsa2p2j,21
237PT8oW2ioc13QafTAeUtJ2f5LqBy6Wh4YDyvsvTqiawQL6,21
23eqxVVthEzxit4oeyDcdhoDn5jyuXTsoLoFm6sZ1hw4CvtG,21
21fH2cyKxAJAU6FrBxrTMz2hG8XAJ9qd9RrSQhEv9sxcEtJA,21
245rkANcQPzmtrqxHLyXWhfmqzKPi9UwXWn2aFvwyK4HB1xH,21
25odoNqij6s3UUaGKVbTA5N3VToi63JqeG7UrhPyRLfbwH8b,21
26AoeYhujX1bTEdjmh4uzq4J9WYxvvuoJw9hHfyHGPZAQnXb,21
23EP4YCaevz4Cnd72ky8mv3zxLvr1TA3mQrM2tTTLzUnA9xW,21
236BRET82z1Zj4XMpgJaWH7PrrdqvBp6zuWCg7EUKp3GEQuR,21
22ghtkQSg2NeGxXyryaNABtprQEYn4yA41UoXeQLia5B83T2,21
26DsWHzsHkPK76aLu5TFRA2BW8DhPgmeA9R3gHy5EAmbZZ1W,21
22yAExcwHmMPkCZp9AUp6Ew7GnPjZrLutXovQz9RRbZJ9cSv,21
26JvTVt38Y6Pb9BKotCTrB71hVXwrrE9wHkbHw1maSHW4BKP,21
25p7hNSzxwhSZhnX2xN3qP4oKBvFbkdCKnVHuLUvtX8M6JM3,21
24pofevbthi5Ha9dLqd4L2fmAythiaeekUszigDH3TudJmXc,21
243JUAsj93QbxMiKjENeyYkTUxr6uksqZwayNtBP8whaKumV,21
26aLyK77LxXWGPHKAZMabTU5oRsU3VztA5R2snmAsmKNZDzW,21
2445KvmPBTZ3BHQR5SLTkDjN9pYZRWxTBKRnhr4nJJKXDZpo,21
24jcYsxRrM1hyfqPf1uSLnA7oF1DQS597swCvubcqYWjnjXu,21
23ueAAZoggwTWrweNmJDbUtfJThwALhp5YUznZghCqtF4TGT,21
23CaaMcxsayEGVC4GD4vvDjoy1FDrx1uQzjmeEpVFL7wMSGh,21
23niX5Bh7jNjEJrmHSb6DZcwUzjgqVoN8JmebXzCPUoH1RtR,21
23QaDiwnq1A4biccxG3hDFrUMFPT8vvrQfcmT7UDnfSqgUbx,21
25SssYnqZC9aXwCCe1z9WAdoHRfYFjUZekg1hKGRfab4pHNd,21
21ZE5c92te7yqqNnsNqxngfRiaNtNP5qPyQnKRVuCrMn34RP,21
231MZgi3u1XpsZ1w4xxRmK3R6ryqhUbGAtn3X5mTUiKN9DpJ,21
23sio2gcEXrqtYySCApo7MZERLEfokk5ERowW6RqZjq6PuxR,21
22nMxyuRFrVkcw9RkYbQygHLJTHDBrveb2V6aYYHJr1LkFXd,21
258LvKgeNW1ScpFAtkBpCE6Hah62NwZWC1zwR7CRTJXDXUyu,21
246q43xRZANd5TNuVzfxmbeFJQVMJPgC4UQ3PKfqYijXhpkP,21
24W7qTkkLv5YtUQsSHVTR3MAk6kBcc1MhEuYtoiAPJpPvx3o,21
21ZYGYFv7v9e6rbENi8du3QKYEGLcV5bvb2Wo3aGAo55gcXc,21
21RxepKiA3hS5xLLaJjRXaNabc6rXm4gjzh8WHecbLySATwe,21
22QuCJVrbHq53xLkoRnLP5MpERUZWtRYq9hioQfZ4ciwoSbq,21
25ijBaMjeukYfGZQbWjn6smiwM71nA1DreiutKhkdh23KCoa,21
22esWFBxnSg6c6mzpSnavZbrRjY8UhyMCBtUU3MEdFj2DcbL,21
2563DfyWaMkHk21PKzzU86i8ViaKsrT4X49NgNExGnSpw5zm,21
22qHvzaAXm96u2TTxr8iRgi63XbygzhyuUMBQYd9xP1GzpX9,21
23Gjb61LLyS5AHYbezWdRd4LgAZ3ANq3jYvJQVDU4K3YJhin,21
21fMgDexHQjSinCVsWnb4G6sm1QCm1gpT61wPLQ4ZYXiqh1n,21
2682EBoj2QSA3EAdHDHUChAeYsn8sESF8x3gKu95CiMTDJKL,21
22kK2XB2bThL5U1WnXb2aXVvqrWDoocjwyjiYc53rufk9bDN,21
